"id","slug","scheme_name","description","states","level","scheme_for","close_date","tags","created_at"
720,"sgsccs","State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area)","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.

","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Sugar Co-operatives Factories""]","2026-03-11 22:55:04.801143+05:30"
721,"sfrpgkgq","Scheme for Rearing Purebreed Gir/ Kankarage Male Cow Calves with Excellent Genetic Quality","The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Animal Husbandry"", ""Cattle Breeding"", ""Cattle Development""]","2026-03-11 22:55:04.801145+05:30"
722,"cspblisuk","Construction of Solar Pump-Based Lift Irrigation Projects (For Hilly Areas)","The scheme aims to provide free and reliable irrigation facilities to farmers in hilly areas by constructing solar-powered lift irrigation projects on high-altitude agricultural lands where conventional canal or pipeline irrigation is not feasible.","[""Uttarakhand""]","State","Infra","None","[""Solar Pump"", ""Lift Irrigation"", ""Minor Irrigation"", ""Irrigation"", ""Farmer""]","2026-03-11 22:55:04.801146+05:30"
723,"nmoechchg","National Mission on Edible Oil- Oil Palm: Custom Hiring Centre cum Harvester Groups","The scheme component ""Custom Hiring Centre cum Harvester Groups"" under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm in the state and reduce dependency on imports by supporting farmers with equipment and facilities.

","[""Gujarat""]","State","Infra","None","[""Edible Oil"", ""Oil Palm"", ""Custom Hiring Centre"", ""Harvester Group""]","2026-03-11 22:55:06.133923+05:30"
724,"ascfsrguj","Assistance to Scheduled Castes for Fisheries: Fish seed rearing - Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs and providing employment to Scheduled Caste (SC) people involved in inland fisheries activities. ","[""Gujarat""]","State","Infra","None","[""Fish Production"", ""Fish Farming"", ""Fishermen"", ""Fish Farmer"", ""Fish Seed Rearing""]","2026-03-11 22:55:06.133934+05:30"
725,"pmajay-ag","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram","The scheme aims to achieve integrated development of selected villages primarily through implementation of existing Central and State Government schemes in a convergent manner, ensuring access to quality services and infrastructure development in villages having SC population more than 40%.","[""All""]","Central","Infra","None","[""Village"", ""Scheduled Caste"", ""Infrastructure"", ""Education"", ""Employment"", ""Healthcare"", ""Sanitation"", ""Livelihood"", ""Empowerment""]","2026-03-11 22:55:06.133938+05:30"
726,"sksvy","Sagar Khedu Sarvangi Vikas Yojana","The scheme aims to improve power infrastructure in coastal taluks by addressing corrosion issues, ensuring adequate voltage, and continuous electricity supply. Benefits include reduction in motor burnout, prevention of industrial losses, and providing new agricultural electricity connections.","[""Gujarat""]","State","Infra","None","[""Power"", ""Infrastructure"", ""Coastal"", ""Electricity"", ""Consumer"", ""Farmer""]","2026-03-11 22:55:06.13394+05:30"
727,"cmipscb","Construction of Minor Irrigation Projects for Scheduled Caste Beneficiaries","The scheme aims to provide Scheduled Caste farmers with free and adequate irrigation by constructing small irrigation projects such as water tanks and pipelines in Scheduled Caste-dominated areas, thereby helping them improve their farming.","[""Uttarakhand""]","State","Infra","None","[""Scheduled Caste"", ""Irrigation"", ""Minor Irrigation"", ""Water Storage Tank"", ""Farmer"", ""Water Channels""]","2026-03-11 22:55:06.133942+05:30"
728,"cawista","Construction of Artesian Wells in Scheduled Tribe Areas","The scheme aims to provide free irrigation facilities to farmers in Scheduled Tribe-dominated areas through the construction of artesian wells, thereby enhancing agricultural productivity. It is a 100% state government-funded scheme.","[""Uttarakhand""]","State","Infra","None","[""Artesian Well"", ""Irrigation"", ""Minor Irrigation"", ""Scheduled Tribe"", ""Farmer""]","2026-03-11 22:55:06.133944+05:30"
729,"cmsrdf","Chief Ministers Special Rural Development Fund (CMSRDF)","The primary objective of the program is to generate wage employment and creation of socially and economically useful public assets by involving peoples participation at the grassroots level. The schemes undertaken in the program are varied in nature and are selected by the MLA and NGOs. ","[""Meghalaya""]","State","Infra","None","[""Construction Of Rural Roads"", ""Footpaths"", ""Footbridges"", ""Hume Pipes""]","2026-03-11 22:55:06.133946+05:30"
730,"pmksy-hkkp","Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Surface Scheme) Uttarakhand","The scheme aims to provide every farmer with reliable surface irrigation facilities by developing sustainable irrigation infrastructure, ensuring that every field receives adequate water to improve agricultural productivity.","[""Uttarakhand""]","State","Infra","None","[""Farmer"", ""Irrigation"", ""Surface Irrigation"", ""Agriculture""]","2026-03-11 22:55:06.133948+05:30"
731,"phm","Post-Harvest Management","The scheme aims to promote the development of modern post-harvest infrastructure by supporting farmers & entrepreneurs in setting up facilities such as pack houses, pre-cooling units, cold rooms, cold storage units, etc., thereby reducing post-harvest losses & marketability of horticultural produce.","[""Uttarakhand""]","State","Infra","None","[""Post-Harvest"", ""Farmer"", ""Entrepreneur"", ""Pack Houses"", ""Pre-cooling Units"", ""Cold Rooms"", ""Cold Storage Units"", ""Ripening Chambers""]","2026-03-11 22:55:06.13395+05:30"
732,"ifsptbnguj","To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Boat Net - Gujarat","The scheme aims to boost fish production and provide employment to people involved in inland fisheries activities. It offers financial assistance for purchase of boats and nets to eligible Scheduled Tribe beneficiaries.","[""Gujarat""]","State","Infra","None","[""Fish"", ""Fish Activities"", ""Fish Production"", ""Scheduled Tribes"", ""Fishermen"", ""Boat Net""]","2026-03-11 22:55:06.133952+05:30"
733,"pmgsy","Pradhan Mantri Gram Sadak Yojana","With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations.","[""All""]","Central","Infra","None","[""Road"", ""Rural""]","2026-03-11 22:55:07.360796+05:30"
734,"dtu-cmsguy","Distribution Of Tractor Unit Under CMSGUY","The ""Distribution of Tractor Unit"" scheme is meant to revive the agricultural sector and help in doubling the farmer’s income by 2022. The government will provide one tractor along with some necessary accessories in each revenue village at subsidized rates. 10,000+ tractors will be distributed.","[""Assam""]","State","Infra","None","[""Subsidy"", ""Agriculture"", ""Farming""]","2026-03-11 22:55:07.360814+05:30"
735,"ccdp","Crop Cluster Development Programme","The CCDP aims to develop organized marketing and improve the livelihoods of horticulture farmers in Baagwani Villages through on-farm and marketing support, promoting sustainable agriculture-based livelihoods.","[""Arunachal Pradesh""]","State","Infra","None","[""Crop"", ""Financial Assistance"", ""Farmers""]","2026-03-11 22:55:07.360818+05:30"
736,"midh","Mission on Integrated Development of Horticulture- NHM and HMNEH","In 2014-15, the Government of India launched Mission for Integrated Development of Horticulture (MIDH) subsuming the ongoing schemes viz., NHM, HMNEH, CDB, NHB, CIH and NBM.  ","[""All""]","Central","Infra","None","[""Horticulture"", ""Infrastructure"", ""Post-harvest"", ""Green Houses"", ""Poly Houses"", ""Nurseries""]","2026-03-11 22:55:07.360821+05:30"
737,"pkvy","Paramparagat Krishi Vikas Yojana","The Paramparagat Krishi Vikas Yojana (PKVY), launched in 2015, is an extended component of Soil Health Management (SHM) under the Centrally Sponsored Scheme (CSS), National Mission on Sustainable Agriculture (NMSA). ","[""All""]","Central","Infra","None","[""Organic Farming"", ""Soil Health"", ""Pesticide-free Agriculture""]","2026-03-11 22:55:07.360823+05:30"
738,"nbm","National Bamboo Mission","Restructured National Bamboo Mission was launched during 2018-19 as a Centrally Sponsored Scheme (CSS) after the historical amendment of the Indian Forest Act during 2017 to exclude bamboo out from definition of tree. ","[""All""]","Central","Infra","None","[""Bamboo Marketing"", ""Quality Planting Material"", ""Bamboo Plantation"", ""Product Development""]","2026-03-11 22:55:07.360825+05:30"
739,"cdpnersgn","Coffee Development Programme in North Eastern Region: Support for Group Nurseries","The scheme ""Coffee Development Programme in North Eastern Region: Support for Group Nurseries"" by the Coffee Board, Department of Commerce, Ministry of Commerce and Industry, aims to provide growers with high-quality coffee seedlings to ensure the proper establishment of plantations.","[""All""]","Central","Infra","None","[""Agriculture"", ""Farmer"", ""Subsidy"", ""Financial Assistance"", ""DBT""]","2026-03-11 22:55:07.360827+05:30"
740,"htaschrt4","Harvesting Tools Assistance for Scheduled Castes (HRT-4)","Under the scheme, financial assistance is provided to farmers belonging to the SC category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","[""Gujarat""]","State","Infra","None","[""Harvesting Tool"", ""Scheduled Caste"", ""HRT-4"", ""Farmer"", ""Financial Assistance"", ""Cooperative Society"", ""FPO"", ""FPC"", ""FIG"", ""SHG""]","2026-03-11 22:55:07.360829+05:30"
741,"htasthrt3","Harvesting Tools Assistance for Scheduled Tribes (HRT-3)","Under the scheme, financial assistance is provided to farmers belonging to the ST category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","[""Gujarat""]","State","Infra","None","[""Harvesting Tools"", ""Scheduled Tribes"", ""HRT-3"", ""Financial Assistance"", ""Farmer"", ""Cooperative Society"", ""FPO"", ""FPC"", ""FIG"", ""SHG""]","2026-03-11 22:55:07.360832+05:30"
742,"tmvsy-ajjap","Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada)","The Bihar Government's Animal and Fisheries Resources Department has introduced the ""Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada)"" aims to support fish farmers by providing financial and technical assistance for pond construction, installation of necessary equipment","[""Bihar""]","State","Infra","None","[""Scheduled Caste"", ""Tribe"", ""Most Backward"", ""Farmers""]","2026-03-11 22:55:07.360834+05:30"
743,"pktnampy","Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana","The ""Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana"" aims to promote fisheries by constructing ponds and setting up related supporting units in plateau-dominated districts. The initiative is designed to create new employment opportunities and provide a means of livelihood for farmers.","[""Bihar""]","State","Infra","None","[""Fish Farmer"", ""Financial Assistance"", ""Ponds"", ""Opportunities""]","2026-03-11 22:55:08.744055+05:30"
744,"fig","Farmers Interest Group (FIG)","The “Farmers Interest Group (FIG)” scheme supports every group of 15 farmers with grants for agricultural development. The scheme offers assistance for office equipment, training, ID cards, and district-level meetings.
","[""Tamil Nadu""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Farmers Interest Group"", ""FIG""]","2026-03-11 22:55:08.744066+05:30"
745,"ifs","Integrated Fisheries Scheme","The ""Integrated Fisheries Scheme"" by the Fisheries Division, Government of Jharkhand, aims to promote fish-duck farming and increase fish farmers' income. The scheme provides financial assistance of up to 80% for eligible SC/ST/women beneficiaries and 70% for others.","[""Jharkhand""]","State","Infra","None","[""Financial Assistance"", ""Fish Farmer"", ""Scheduled Tribes"", ""Scheduled Castes"", ""Women""]","2026-03-11 22:55:08.744069+05:30"
746,"francis","Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)","""Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)"" aims to provide safe play areas for healthy recreation and sports to urban communities. Assistance is provided to develop safe play areas in urban spaces.","[""Goa""]","State","Infra","None","[""Recreation"", ""Urban"", ""Sports"", ""Playground""]","2026-03-11 22:55:08.744071+05:30"
747,"iepg","National Livestock Mission: Genetic Improvement of Pig Breeds - Import of Exotic Pig Germplasm","The scheme aims to enhance indigenous pig productivity through genetic upgradation. The scheme supports the establishment of pig semen collection and processing labs and the import of exotic pig germplasm.","[""All""]","Central","Infra","None","[""Pig"", ""Pig Semen"", ""Import Exotic Pig"", ""Pig Germplasm"", ""Livestock Agencies"", ""Livestock Board"", ""Animal Husbandry""]","2026-03-11 22:55:08.744073+05:30"
748,"ppe","National Livestock Mission: Promotion of Piggery Entrepreneur","The scheme aims to promote entrepreneurship in pig farming by providing a one-time capital subsidy of up to ₹30 lakh to eligible entrepreneurs and organizations to establish breeder farms.","[""All""]","Central","Infra","None","[""Enterpreneurship"", ""Subsidy"", ""Genetic Upgradation"", ""Pork Export"", ""Pork Production"", ""Piggery"", ""Entrepreneur""]","2026-03-11 22:55:08.744075+05:30"
749,"spafsg","Scheme to Provide Assistance for Setting Up Farmer Support Centers in State Market Committees and for Computerization of All Market Committees","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to establish farmer support centers at market committee levels and computerize all market committees in Gujarat.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer Support Centers"", ""Computerization"", ""Market Committees""]","2026-03-11 22:55:08.744077+05:30"
750,"cmfmc","Creation of Modern Facilities in Market Committee: Scheme to provide assistance foe setting up modern facilities in Market Committee","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to provide financial assistance to Market Committees for setting up modern facilities, improving agricultural infrastructure, and enhancing the competitiveness of agricultural markets.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Market Committee"", ""Modern Facilities""]","2026-03-11 22:55:08.744079+05:30"
751,"spsmct","Scheme to Provide Assistance to Sate Market Committees as well as Taluka-District Co-operative Purchase and Sale Union to Construct Large Size Warehouse Godowns","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to State Market Committees and Taluka-District Co-operative Purchase and Sale Unions for constructing large-sized warehouse godowns","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Market Committee"", ""Warehouse Godowns""]","2026-03-11 22:55:08.744081+05:30"
752,"cdgsta","Construction of Dudhghar/ Godown (Scheduled Tribe Area)","The scheme ""Construction of Dudhghar/ Godown (Scheduled Tribe Area)"" provides financial assistance for the construction of Dudhghar (milk storage unit) and Godown (cattle feed storage) for Village Milk Producer Co-operative Societies in Scheduled Tribe areas of Gujarat.","[""Gujarat""]","State","Infra","None","[""Animal Husbandry"", ""Dairy Development"", ""Godown Construction"", ""Cattle Feed Storage"", ""Scheduled Tribe"", ""ST""]","2026-03-11 22:55:10.093743+05:30"
753,"ifspeta","To Increase Fish Seed Production and Inland Fisheries Equipment in Tribal Areas","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Tribes (ST) individuals engaged in inland fisheries.

","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Fishing Activities"", ""Boat-net"", ""Fish Seed"", ""Scheduled Tribe"", ""Training""]","2026-03-11 22:55:10.093755+05:30"
754,"sfsoisf","Scheme for Supply of Improved Seeds for Fodder","The ""Scheme for Supply of Improved Seeds for Fodder"" aims to supply improved quality fodder seeds to registered Gaushalas and Panjarapols to ensure round-the-year green fodder availability for livestock.

","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Seed Supply"", ""Fodder""]","2026-03-11 22:55:10.093758+05:30"
755,"mny","Mahila Nursery Yojana","The scheme aims to promote nursery establishment by providing women's groups with high-quality seedlings or saplings from certified sources, along with a fixed grant, technical support, and training to ensure effective nursery operations.","[""Uttarakhand""]","State","Infra","None","[""Nursery"", ""Women Group"", ""Nursery"", ""SHG"", ""Mahila Mangal Dal""]","2026-03-11 22:55:10.09376+05:30"
756,"ascfpssguj","Assistance to Scheduled Castes for Fisheries: Prawn Seed Stocking Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs and to provide employment to Scheduled Caste (SC) individuals involved in inland fisheries activities.","[""Gujarat""]","State","Infra","None","[""Fish Production"", ""Fish Farming"", ""Fishermen"", ""Fish Farmer"", ""Prawn Seed Stocking""]","2026-03-11 22:55:10.093762+05:30"
757,"pmksyhkkpgws","Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Groundwater Irrigation Scheme) Uttarakhand","The scheme aims to provide assured and sustainable irrigation to every farm by developing groundwater-based irrigation facilities for farmers. This scheme is a centrally sponsored scheme with a funding pattern of 90% Central share and 10% State share.","[""Uttarakhand""]","State","Infra","None","[""Farmer"", ""Irrigation"", ""Groundwater Irrigation"", ""Agriculture""]","2026-03-11 22:55:10.093764+05:30"
758,"ifptpssguj","To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Prawn Seed Stocking - Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.","[""Gujarat""]","State","Infra","None","[""Fish"", ""Fish Activities"", ""Fish Production"", ""Scheduled Tribes"", ""Fishermen"", ""Prawn Seed"", ""Stocking""]","2026-03-11 22:55:10.093766+05:30"
759,"pmmsymbeguj","Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Medium Biofloc Establishment - Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities. ","[""Gujarat""]","State","Infra","None","[""Fish Farming"", ""Biofloc"", ""Recirculating Aquaculture System"", ""Employment"", ""Freshwater Hatcheries""]","2026-03-11 22:55:10.093768+05:30"
760,"spabem","A Scheme to Provide Assistance for Building E-Market Facilities in Market Committees","This scheme provides financial assistance to market committees in Gujarat to establish e-market facilities, aligning with the National Agriculture Market Policy for a unified national e-market.

","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""E-Market""]","2026-03-11 22:55:10.09377+05:30"
761,"atcisg","Assistance to Co-operative Irrigation Societies M. N. R.-10 (General Area)","The scheme ""Assistance to Co-operative Irrigation Societies, M. N. R.-10 (General Area)""  aims to increase agricultural production by supporting irrigation cooperative societies through the provision of pumps and electric motors for efficient water distribution.","[""Gujarat""]","State","Infra","None","[""Irrigation"", ""Co-operative Irrigation Societies"", ""Farm Productivity"", ""Water Distribution""]","2026-03-11 22:55:10.093772+05:30"
762,"smam","Sub-mission On Agriculture Mechanization","The Sub-Mission on Agricultural Mechanization was launched in 2014-15 by the Ministry of Agriculture and Farmers’ Welfare. ","[""All""]","Central","Infra","None","[""Sub-Mission"", ""Agriculture"", ""Mechanization"", ""SMAM""]","2026-03-11 22:55:11.674612+05:30"
763,"gobardhan","Galvanizing Organic Bio-Agro Resources Dhan (GOBARdhan)","GOBARdhan Scheme was launched in April 2018 as a part of the Solid and Liquid Waste Management component under Swachh Bharat Mission (Grameen) to positively impact village cleanliness and generate wealth and energy from cattle and organic waste. The main focus of GOBARDHAN is to keep villages clean.","[""All""]","Central","Infra","None","[""Solid Waste Management"", ""Agriculture"", ""Renewable Energy""]","2026-03-11 22:55:11.674625+05:30"
764,"haritha-haram","Haritha Haram","The objective of the Haritha Haram program is to increase the green cover of the state from the existing 24% to 33% by planting and nurturing millions of saplings every year. The program also aims to create awareness among the public about the importance of preserving and protecting the environment.","[""Telangana""]","State","Infra","None","[""Haritha Haram"", ""Forest Department"", ""Haritha Mitra Awards"", ""Telangana Ku Haritha Haram""]","2026-03-11 22:55:11.674629+05:30"
765,"pmmsy","Pradhan Mantri Matsya Sampada Yojana","Introduced by the Department of Fisheries, Pradhan Mantri Matsya Sampada Yojana (PMMSY) is a scheme to bring about ecologically healthy, economically viable, and socially inclusive development of the fisheries sector of India.","[""All""]","Central","Infra","None","[""Fisheries"", ""Agriculture"", ""Farming""]","2026-03-11 22:55:11.674632+05:30"
766,"avgsy","Acharya Vidyasagar Gau Samvardhan Yojana","The objective of this scheme is to Increase in milk production, improving the economic status of the beneficiaries, increase in milk production capacity of animals and provide employment opportunities.
","[""Madhya Pradesh""]","State","Infra","None","[""Animal Husbandary"", ""Dairy"", ""Milk Production"", ""Cow"", ""Veterinary""]","2026-03-11 22:55:11.674636+05:30"
767,"hpmvssp","Himachal Pradesh Maharishi Valmiki Sampoorn Swachata Puraskar (state Sanitation Reward Scheme)","The Maharishi Valmiki Sampoorn Swachata Puruskar (MVSSP) is a scheme under the Swachh Bharat Mission (G), Rural Development Department, H.P Government to identify and recognize the cleanest Gram Panchayat at various levels, including block, district, division, and state. ","[""Himachal Pradesh""]","State","Infra","None","[""Award"", ""Sanitation"", ""Panchayat"", ""Competition""]","2026-03-11 22:55:11.674639+05:30"
768,"cmksy","Chief Minister’s Krishi Samuh Yojana","The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Krishi Samuh Yojana (CMKSY)” to empower the farmers through a cooperative approach by Institutionalisation of Farmers’ Producers’ Organisation and infusing timely support of good agriculture practices and marketing interventions.","[""Arunachal Pradesh""]","State","Infra","None","[""Farmer"", ""Farmers Producer\u2019s Organization"", ""Agriculture"", ""Financial Assistance""]","2026-03-11 22:55:11.674642+05:30"
769,"cmwrs","Chief Minister’s White Revolutions Scheme","The CMWRS is a scheme aimed at boosting milk production and rejuvenating cooperative systems in five potential districts of Arunachal Pradesh. It targets 200 dairy farmers in a cooperative model to create subsistence means of livelihood for poor farmers and enhance organic agricultural productivity.","[""Arunachal Pradesh""]","State","Infra","None","[""Poverty Alleviation"", ""Organic Farming"", ""Livelihood""]","2026-03-11 22:55:11.674645+05:30"
770,"financial-assistance-scheme","Agriculture And Processed Foods Export Promotion Scheme Of APEDA For The 15th Finance Commission Cycle (2021-22 To 2025-26)","The Financial Assistance Scheme (FAS) is an export promotion scheme run by APEDA. The scheme aims to facilitate the export of agri-products by providing assistance to exporters.","[""All""]","Central","Infra","None","[""Agriculture"", ""Processed Food"", ""Export Promotion"", ""APEDA"", ""Export Infrastructure"", ""Quality Development"", ""Market Development"", ""Financial Assistance""]","2026-03-11 22:55:11.674648+05:30"
771,"ami","Agricultural Marketing Infrastructure","The revitalized and farmers’ income enhancing centric sub-scheme Agricultural Marketing Infrastructure (AMI) of Integrated Scheme for Agricultural Marketing (ISAM) is meant for holistic development of agricultural value chain critically focusing each linkage of post-harvest value chain.","[""All""]","Central","Infra","None","[""Agricultural Marketing"", ""Storage Infrastructure"", ""Promoter"", ""Farmer""]","2026-03-11 22:55:11.674652+05:30"
772,"tdpspdstgmisg","Tea Development and Promotion Scheme (TDPS): Plantation Development for Small Tea Growers (PDSTG): Mechanization for Individual Small Growers","The objective of this component is to increase the production, productivity and quality of tea, overall development of small tea growers to help them move up in the value chain, sustainability of production by promoting organic tea cultivation& climate resilient tea and to make them self-reliant.","[""All""]","Central","Infra","None","[""Tea"", ""Plantation"", ""Agriculture"", ""Farmer"", ""Subsidy""]","2026-03-11 22:55:12.845265+05:30"
773,"dsctaecc","Development Support for Coffee in Traditional Areas: Eco-certification of Coffee","The scheme encourages coffee growers to access high-value speciality markets through the production of eco-certified coffees to realize higher returns by adhering to a set of standards that help in the communication of the various conditions surrounding the production of coffee.","[""All""]","Central","Infra","None","[""Coffee"", ""Farmer"", ""Agriculture"", ""Subsidy"", ""DBT""]","2026-03-11 22:55:12.845275+05:30"
774,"cfm","Construction of Fish Markets","“Construction of Fish Markets” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, subsidy is provided to the local bodies such as Municipalities and Village Panchayat in the State of Goa for the construction of fish markets. The applications are accepted only in offline mode.","[""Goa""]","State","Infra","None","[""Market"", ""Infrastructure"", ""Fish"", ""Subsidy"", ""Financial Assistance""]","2026-03-11 22:55:12.845278+05:30"
775,"atesgephmschrt4","Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Castes (HRT-4)","Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Castes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment. ","[""Gujarat""]","State","Infra","None","[""Tools"", ""Equipment"", ""Scheduled Caste"", ""HRT-4"", ""Farmer"", ""Financial Assistance"", ""Post-Harvest Management"", ""Farmer Group"", ""Cooperative Society"", ""Horticulture""]","2026-03-11 22:55:12.84528+05:30"
776,"fssm","Financial Support Scheme for Farm Mechanization (FSSM)","""Financial Support Scheme for Farm Mechanization (FSSM)"" by the Agriculture Department, Government of West Bengal aims to provide financial support as subsidy to the small and marginal farmers of the State for purchase of power operated farm equipment/ machinery.
","[""West Bengal""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Mechanization"", ""Financial Assistance""]","2026-03-11 22:55:12.845282+05:30"
777,"essb","National Livestock Mission: Establishment of State Semen Bank ","""Establishment of State Semen Bank (Genetic Improvement of Sheep and Goat breeds)"" aims at the genetic improvement of sheep/goat breeds through selective breeding by propagation of superior male germplasm through artificial insemination. ","[""All""]","Central","Infra","None","[""Gene"", ""Sheep"", ""Goat"", ""Buffalo"", ""Semen"", ""Bank""]","2026-03-11 22:55:12.845284+05:30"
778,"saepegp","Scheme of Assistance for Environment Protection Measures: Scheme for assistance to encouraging Green Practices and Environmental Audit to MSMEs","The ""Scheme of Assistance for Environment Protection Measures"" under the Gujarat Industrial Policy promotes sustainable industrial growth by supporting industries in adopting eco-friendly practices and ensuring compliance with environmental norms, effective from August 7th, 2020 to August 6th, 2025.","[""Gujarat""]","State","Infra","None","[""Business"", ""Entrepreneurship"", ""Environmental Management"", ""Environmental Compliance"", ""Green Practices""]","2026-03-11 22:55:12.845286+05:30"
779,"saepaep","Scheme of Assistance for Environment Protection Measures: Scheme for assistance to Environment Management","The ""Scheme of Assistance for Environment Protection Measures"" under the Gujarat Industrial Policy promotes sustainable industrial growth by supporting industries in adopting eco-friendly practices and ensuring compliance with environmental norms, effective from August 7th, 2020 to August 6th, 2025.","[""Gujarat""]","State","Infra","None","[""Business"", ""Entrepreneurship"", ""Environmental Management"", ""Energy Conservation"", ""Environmental Compliance""]","2026-03-11 22:55:12.845288+05:30"
780,"saceieif","Scheme of Assistance for Common Environment Infrastructure: Financial Assistance for Common Environmental Infrastructure Facilities","The scheme ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance.","[""Gujarat""]","State","Infra","None","[""Entrepreneurship"", ""Environment Infrastructure""]","2026-03-11 22:55:12.84529+05:30"
781,"ferts","Fish Extension, Research, and Training Scheme","The Fish Extension, Research, and Training Scheme by the Department of Fisheries, Government of India aims to promote sustainable fishing practices and improve fish production. Through this scheme, financial and technical assistance are provided to fish farmers and others in the fisheries sector.","[""Jharkhand""]","State","Infra","None","[""Financial Assistance"", ""Fishermen"", ""Training"", ""Skill Development""]","2026-03-11 22:55:12.845292+05:30"
782,"pfssco","Package for strengthening to sugar co-operatives as may be policy decided by the State Government","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support sugar co-operatives by providing financial assistance for modernization, diversification, organic fertilizer production to enhance sugarcane farming and the sugar industry.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Sugar Co-operatives"", ""Bio Compost Sale""]","2026-03-11 22:55:13.983529+05:30"
783,"apapusmc","Scheme to Provide Assistance to Processing Units in State Market Committees","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support market committees in Gujarat by providing financial assistance for the establishment of processing units.

","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Processing Units"", ""Market Committees""]","2026-03-11 22:55:13.98354+05:30"
784,"iascasf","Incentive Assistance to Scheduled Caste Farmers to Increase the Area, Production and Productivity of Sugarcane Farming","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to SC farmers to increase sugarcane production and productivity through quality seeds, modern farming practices, and agricultural mechanization.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Incentive"", ""Scheduled Caste"", ""SC"", ""Sugarcane Farming""]","2026-03-11 22:55:13.983543+05:30"
